date,candle_begin_time,daily_return,cumulative_return,,
2024/7/7,2024/7/7,-0.000235697,24.32091502,,
2024/7/8,2024/7/8,0.003706613,24.41476984,,
2024/7/9,2024/7/9,-4.65E-05,24.41358865,,
2024/7/10,2024/7/10,-0.002978215,24.33790153,,
2024/7/11,2024/7/11,-0.002320313,24.27910965,,
2024/7/12,2024/7/12,0.000135942,24.28254616,,
2024/7/13,2024/7/13,0.000223044,24.28818528,,
2024/7/14,2024/7/14,-0.012341281,23.97609669,,
2024/7/15,2024/7/15,-0.017949082,23.52779867,,
2024/7/16,2024/7/16,0.004324204,23.63386189,,
2024/7/17,2024/7/17,0.00438358,23.7418464,,
2024/7/18,2024/7/18,-0.008842147,23.52307536,,
2024/7/19,2024/7/19,-0.001191982,23.4938443,,
2024/7/20,2024/7/20,-0.001030597,23.46860101,,
2024/7/21,2024/7/21,0.003891734,23.56382629,,
2024/7/22,2024/7/22,0.006485523,23.72313554,,
2024/7/23,2024/7/23,-0.003188571,23.64430406,,
2024/7/24,2024/7/24,0.003675027,23.73487253,,
2024/7/25,2024/7/25,0.002252569,23.79058954,,
2024/7/26,2024/7/26,0.002505371,23.85269916,,
2024/7/27,2024/7/27,-0.002493983,23.79071695,,
2024/7/28,2024/7/28,0.007996666,23.98896003,,
2024/7/29,2024/7/29,-0.001004937,23.9638477,,
2024/7/30,2024/7/30,0.004299721,24.07118529,,
2024/7/31,2024/7/31,-0.005925339,23.92263002,,
2024/8/1,2024/8/1,0.010855431,24.1931759,,
2024/8/2,2024/8/2,0.009688278,24.43725439,,
2024/8/3,2024/8/3,0.002984085,24.51316131,,
2024/8/4,2024/8/4,0.006475449,24.67837048,,
2024/8/5,2024/8/5,0.015175202,25.06804492,,
2024/8/6,2024/8/6,0.005556023,25.21287957,,
2024/8/7,2024/8/7,-0.003989538,25.1083023,,
2024/8/8,2024/8/8,-0.005880285,24.95477803,,
2024/8/9,2024/8/9,0.001969934,25.00590722,,
2024/8/10,2024/8/10,0.008944549,25.23851834,,
2024/8/11,2024/8/11,-0.001800778,25.19126859,,
2024/8/12,2024/8/12,0.010097889,25.45574513,,
2024/8/13,2024/8/13,-0.003117782,25.37326187,,
2024/8/14,2024/8/14,-0.001804715,25.32566564,,
2024/8/15,2024/8/15,-0.004448998,25.2085428,,
2024/8/16,2024/8/16,-0.002019648,25.15561076,,
2024/8/17,2024/8/17,0.023858524,25.77964503,,
2024/8/18,2024/8/18,0.012561082,26.11602636,,
2024/8/19,2024/8/19,0.0021014,26.17300797,,
2024/8/20,2024/8/20,-0.003537532,26.07688259,,
2024/8/21,2024/8/21,0.006899217,26.26369188,,
2024/8/22,2024/8/22,-0.007687972,26.05408939,,
2024/8/23,2024/8/23,-0.016285919,25.61348867,,
2024/8/24,2024/8/24,-0.009294691,25.36612452,,
2024/8/25,2024/8/25,0.003422414,25.45636031,,
2024/8/26,2024/8/26,0.003123284,25.53899104,,
2024/8/27,2024/8/27,-0.006441981,25.36802738,,
2024/8/28,2024/8/28,0.002579982,25.43605642,,
2024/8/29,2024/8/29,0.002906832,25.51290161,,
2024/8/30,2024/8/30,-0.001520864,25.47257909,,
2024/8/31,2024/8/31,0.00739212,25.66826758,,
2024/9/1,2024/9/1,0.007458108,25.86716239,,
2024/9/2,2024/9/2,0.001490484,25.90720745,,
2024/9/3,2024/9/3,0.01217865,26.2349009,,
2024/9/4,2024/9/4,0.00073342,26.25487552,,
2024/9/5,2024/9/5,-0.003281055,26.16545076,,
2024/9/6,2024/9/6,-0.001899237,26.11385712,,
2024/9/7,2024/9/7,0.005882701,26.27335983,,
2024/9/8,2024/9/8,-0.003962967,26.1652764,,
2024/9/9,2024/9/9,-0.008695874,25.92905057,,
2024/9/10,2024/9/10,0.010147682,26.20231802,,
2024/9/11,2024/9/11,-0.001790639,26.15360849,,
2024/9/12,2024/9/12,0.003729008,26.25486451,,
2024/9/13,2024/9/13,0.00557276,26.40674933,,
2024/9/14,2024/9/14,0.004468319,26.52921143,,
2024/9/15,2024/9/15,0.021682624,27.12611697,,
2024/9/16,2024/9/16,0.023947511,27.79966748,,
2024/9/17,2024/9/17,0.017548144,28.3050482,,
2024/9/18,2024/9/18,0.005683201,28.47159467,,
2024/9/19,2024/9/19,-0.004365468,28.34293738,,
2024/9/20,2024/9/20,0.016364452,28.82311846,,
2024/9/21,2024/9/21,0.005339205,28.98235019,,
2024/9/22,2024/9/22,0.013395336,29.38397385,,
2024/9/23,2024/9/23,-0.01212708,29.01550496,,
2024/9/24,2024/9/24,-0.011308122,28.67608596,,
2024/9/25,2024/9/25,-0.01112058,28.34607066,,
2024/9/26,2024/9/26,0.000213359,28.3523319,,
2024/9/27,2024/9/27,-0.002083615,28.29117294,,
2024/9/28,2024/9/28,-0.006775842,28.09270057,,
2024/9/29,2024/9/29,0.00504935,28.23959979,,
2024/9/30,2024/9/30,0.003680659,28.34722078,,
2024/10/1,2024/10/1,-0.001351455,28.30755934,,
2024/10/2,2024/10/2,-0.003769465,28.19708551,,
2024/10/3,2024/10/3,0.006035377,28.37330093,,
2024/10/4,2024/10/4,-0.001883727,28.31796964,,
2024/10/5,2024/10/5,0.002715044,28.39756921,,
2024/10/6,2024/10/6,0.002167487,28.46128805,,
2024/10/7,2024/10/7,0.008664832,28.71656516,,
2024/10/8,2024/10/8,0.002038951,28.77715578,,
2024/10/9,2024/10/9,-0.004410538,28.64582249,,
2024/10/10,2024/10/10,-0.005145612,28.49327658,,
2024/10/11,2024/10/11,-0.000837426,28.46857814,,
2024/10/12,2024/10/12,0.010084242,28.76574642,,
2024/10/13,2024/10/13,0.003018601,28.85559733,,
2024/10/14,2024/10/14,0.005020538,29.0054885,,
2024/10/15,2024/10/15,0.009793949,29.29936072,,
2024/10/16,2024/10/16,0.006086379,29.48377412,,
2024/10/17,2024/10/17,-0.0032568,29.38449456,,
2024/10/18,2024/10/18,-0.011332787,29.04015354,,
2024/10/19,2024/10/19,0.002105431,29.10340101,,
2024/10/20,2024/10/20,-0.002398875,29.03118671,,
2024/10/21,2024/10/21,0.009383176,29.31297461,,
2024/10/22,2024/10/22,-0.001767947,29.25938287,,
2024/10/23,2024/10/23,-0.003272752,29.16035143,,
2024/10/24,2024/10/24,0.013104825,29.55559755,,
2024/10/25,2024/10/25,-0.001373376,29.51363321,,
2024/10/26,2024/10/26,-0.00606794,29.32847831,,
2024/10/27,2024/10/27,0.00626147,29.51837918,,
2024/10/28,2024/10/28,0.007287146,29.74077106,,
2024/10/29,2024/10/29,-0.013137291,29.33692062,,
2024/10/30,2024/10/30,0.007772494,29.57271414,,
2024/10/31,2024/10/31,0.009390572,29.85980941,,
2024/11/1,2024/11/1,-0.00459547,29.71799408,,
2024/11/2,2024/11/2,0.02150208,30.37849484,,
2024/11/3,2024/11/3,0.001397896,30.42235872,,
2024/11/4,2024/11/4,0.011695354,30.78985432,,
2024/11/5,2024/11/5,-0.010553547,30.45435861,,
2024/11/6,2024/11/6,-0.017581204,29.90135311,,
2024/11/7,2024/11/7,-0.003415325,29.79581495,,
2024/11/8,2024/11/8,0.014528209,30.243223,,
2024/11/9,2024/11/9,-0.002845203,30.15432968,,
2024/11/10,2024/11/10,0.011370697,30.50857612,,
2024/11/11,2024/11/11,0.004105006,30.637919,,
2024/11/12,2024/11/12,0.005107028,30.79949473,,
2024/11/13,2024/11/13,-0.014251484,30.34630474,,
2024/11/14,2024/11/14,-0.011507427,29.98558943,,
2024/11/15,2024/11/15,-0.012586271,29.59559641,,
2024/11/16,2024/11/16,0.024958109,30.35920464,,
2024/11/17,2024/11/17,-0.016003822,29.85733752,,
2024/11/18,2024/11/18,0.017456746,30.39600622,,
2024/11/19,2024/11/19,-0.007215939,30.16945456,,
2024/11/20,2024/11/20,0.012931388,30.57251886,,
2024/11/21,2024/11/21,-0.004113413,30.44264805,,
2024/11/22,2024/11/22,0.044395382,31.83855642,,
2024/11/23,2024/11/23,0.037602999,33.07338461,,
2024/11/24,2024/11/24,0.025128833,33.92960898,,
2024/11/25,2024/11/25,0.003412234,34.04879699,,
2024/11/26,2024/11/26,-0.008031781,33.76729272,,
2024/11/27,2024/11/27,-0.000581637,33.74707079,,
2024/11/28,2024/11/28,-0.006313717,33.52768761,,
2024/11/29,2024/11/29,-0.011415485,33.1335373,,
2024/11/30,2024/11/30,0.01982755,33.81032172,,
2024/12/1,2024/12/1,-0.001757892,33.74912892,,
2024/12/2,2024/12/2,0.031640525,34.84860959,,
2024/12/3,2024/12/3,0.009306247,35.18222562,,
2024/12/4,2024/12/4,-0.004281698,35.02730427,,
2024/12/5,2024/12/5,-0.006822206,34.78151858,,
2024/12/6,2024/12/6,-0.001253274,34.73667453,,
2024/12/7,2024/12/7,-0.017768413,34.10169053,,
2024/12/8,2024/12/8,-0.005835323,33.89686082,,
2024/12/9,2024/12/9,0.026746815,34.83024069,,
2024/12/10,2024/12/10,-0.003898027,34.69057344,,
2024/12/11,2024/12/11,-0.00418487,34.54121301,,
2024/12/12,2024/12/12,0.019425984,35.23163604,,
2024/12/13,2024/12/13,0.008268999,35.5312354,,
2024/12/14,2024/12/14,-0.00339374,35.40725787,,
2024/12/15,2024/12/15,0.011625598,35.83051402,,
2024/12/16,2024/12/16,0.011409907,36.25074677,,
2024/12/17,2024/12/17,0.013369283,36.74876255,,
2024/12/18,2024/12/18,-0.00368561,36.60963533,,
2024/12/19,2024/12/19,0.016475394,37.22926889,,
2024/12/20,2024/12/20,0.007312692,37.50882777,,
2024/12/21,2024/12/21,-0.002308765,37.41991993,,
2024/12/22,2024/12/22,-0.007791755,37.12056132,,
2024/12/23,2024/12/23,-0.007059248,36.85145884,,
2024/12/24,2024/12/24,0.001111383,36.8935263,,
2024/12/25,2024/12/25,0.032075247,38.10897051,,
2024/12/26,2024/12/26,-0.004984413,37.91403525,,
2024/12/27,2024/12/27,0.002795546,38.02282124,,
2024/12/28,2024/12/28,-4.95E-05,38.02088903,,
2024/12/29,2024/12/29,0.001925899,38.09603933,,
2024/12/30,2024/12/30,-0.008139443,37.77781932,,
2024/12/31,2024/12/31,0.006318641,38.02284243,,1.642369508
2025/1/1,2025/1/1,-0.003926154,37.86963276,,
2025/1/2,2025/1/2,-0.010082914,37.47771359,,
2025/1/3,2025/1/3,-0.010897545,37.05840097,,
2025/1/4,2025/1/4,0.001437306,37.11310255,,
2025/1/5,2025/1/5,0.009298287,37.46748911,,
2025/1/6,2025/1/6,-0.0006736,37.44157742,,
2025/1/7,2025/1/7,0.018862542,38.1666833,,
2025/1/8,2025/1/8,0.012364876,38.6509745,,
2025/1/9,2025/1/9,0.018245088,39.37441003,,
2025/1/10,2025/1/10,-0.019833443,38.57364646,,
2025/1/11,2025/1/11,0.013044854,39.08987891,,
2025/1/12,2025/1/12,0.015821153,39.72414702,,
2025/1/13,2025/1/13,0.008121803,40.0549005,,
2025/1/14,2025/1/14,-0.012437552,39.54427805,,
2025/1/15,2025/1/15,0.011422823,40.00740817,,
2025/1/16,2025/1/16,0.00656969,40.27681415,,
2025/1/17,2025/1/17,0.001272537,40.32934044,,
2025/1/18,2025/1/18,0.024904779,41.35863854,,
2025/1/19,2025/1/19,0.034996154,42.84102796,,
2025/1/20,2025/1/20,-0.010434358,42.38357496,,
2025/1/21,2025/1/21,-0.001051941,42.33793799,,
2025/1/22,2025/1/22,-0.014258619,41.71999887,,
2025/1/23,2025/1/23,0.00443198,41.90933305,,
2025/1/24,2025/1/24,0.027315956,43.08144249,,
2025/1/25,2025/1/25,-0.018945107,42.24631483,,
2025/1/26,2025/1/26,0.018838786,43.06102289,,
2025/1/27,2025/1/27,-0.005147279,42.83422849,,
2025/1/28,2025/1/28,0.017956961,43.62135803,,
2025/1/29,2025/1/29,-0.012488103,43.06412194,,
2025/1/30,2025/1/30,0.022537338,44.05720995,,
2025/1/31,2025/1/31,0.019602172,44.94042914,,
2025/2/1,2025/2/1,0.023202461,46.00636017,,
2025/2/2,2025/2/2,-0.017470964,45.18511375,,
2025/2/3,2025/2/3,0.006654138,45.49243587,,
2025/2/4,2025/2/4,-0.007177003,45.15875953,,
2025/2/5,2025/2/5,0.001064424,45.207892,,
2025/2/6,2025/2/6,-0.011504554,44.67629081,,
2025/2/7,2025/2/7,0.009686943,45.11875442,,
2025/2/8,2025/2/8,0.02108859,46.09133391,,
2025/2/9,2025/2/9,0.012881656,46.69794829,,
2025/2/10,2025/2/10,0.021047438,47.7018679,,
2025/2/11,2025/2/11,-0.011449579,47.14425203,,
2025/2/12,2025/2/12,0.017393656,47.9816566,,
2025/2/13,2025/2/13,0.01230611,48.58443024,,
2025/2/14,2025/2/14,-0.007723926,48.20144378,,
2025/2/15,2025/2/15,0.031453492,49.749001,,
2025/2/16,2025/2/16,-0.026222541,48.41823325,,
2025/2/17,2025/2/17,0.013427618,49.08180238,,
2025/2/18,2025/2/18,0.013771622,49.77151005,,
2025/2/19,2025/2/19,0.017545115,50.66230203,,
2025/2/20,2025/2/20,0.025130234,51.96058777,,
2025/2/21,2025/2/21,-0.007844103,51.54515948,,
2025/2/22,2025/2/22,-0.012898878,50.86738589,,
2025/2/23,2025/2/23,-0.00438,50.64020673,,
2025/2/24,2025/2/24,0.016074017,51.47027228,,
2025/2/25,2025/2/25,-0.011103979,50.88764348,,
2025/2/26,2025/2/26,0.026624824,52.26914284,,
2025/2/27,2025/2/27,-0.007459665,51.87177286,,
2025/2/28,2025/2/28,-0.005795725,51.56534259,,
2025/3/1,2025/3/1,-0.006739467,51.21108018,,
2025/3/2,2025/3/2,-0.015438871,50.40500005,,
2025/3/3,2025/3/3,0.003074217,50.56303018,,
2025/3/4,2025/3/4,-0.001124016,50.50507251,,
2025/3/5,2025/3/5,-0.001849902,50.40979315,,
2025/3/6,2025/3/6,0.013785351,51.11849518,,
2025/3/7,2025/3/7,-0.001911335,51.01887928,,
2025/3/8,2025/3/8,0.017265222,51.91699677,,
2025/3/9,2025/3/9,0.008736782,52.37932101,,
2025/3/10,2025/3/10,0.019931811,53.44326753,,
2025/3/11,2025/3/11,0.013169223,54.16024307,,
2025/3/12,2025/3/12,-0.018002243,53.16723498,,
2025/3/13,2025/3/13,0.003027122,53.33120581,,
2025/3/14,2025/3/14,-0.011189608,52.72326091,,
2025/3/15,2025/3/15,0.003014608,52.88521549,,
2025/3/16,2025/3/16,-0.005156487,52.60735708,,
2025/3/17,2025/3/17,0.020503247,53.70648196,,
2025/3/18,2025/3/18,0.015765994,54.56898404,,
2025/3/19,2025/3/19,-0.016440029,53.65542834,,
2025/3/20,2025/3/20,-0.005242945,53.36887291,,
2025/3/21,2025/3/21,0.013791445,54.11869821,,
2025/3/22,2025/3/22,0.00875724,54.60138586,,
2025/3/23,2025/3/23,0.001950254,54.70982268,,
2025/3/24,2025/3/24,0.003312042,54.89433596,,
2025/3/25,2025/3/25,0.016755077,55.83084986,,
2025/3/26,2025/3/26,0.012875347,56.56256678,,
2025/3/27,2025/3/27,-0.026458309,55.03955857,,
2025/3/28,2025/3/28,0.007462141,55.45773368,,
2025/3/29,2025/3/29,0.008381776,55.93094978,,
2025/3/30,2025/3/30,-0.005617067,55.61116481,,
2025/3/31,2025/3/31,0.008705483,56.10399233,,
2025/4/1,2025/4/1,0.010565981,56.70735202,,
2025/4/2,2025/4/2,0.026788998,58.25327416,,
2025/4/3,2025/4/3,0.001873315,58.36427418,,
2025/4/4,2025/4/4,-0.006989849,57.94932686,,
2025/4/5,2025/4/5,0.015712221,58.87555172,,
2025/4/6,2025/4/6,0.011642734,59.57266683,,
2025/4/7,2025/4/7,0.006561949,59.97014158,,
2025/4/8,2025/4/8,-0.010411651,59.33534176,,
2025/4/9,2025/4/9,0.01016373,59.94857389,,
2025/4/10,2025/4/10,0.014612567,60.83918899,,
2025/4/11,2025/4/11,-0.003877099,60.59943235,,
2025/4/12,2025/4/12,-0.005586031,60.25533603,,
2025/4/13,2025/4/13,0.021480291,61.57111845,,
2025/4/14,2025/4/14,0.005504513,61.915542,,
2025/4/15,2025/4/15,0.003534687,62.13792875,,
2025/4/16,2025/4/16,-0.015511666,61.1585543,,
2025/4/17,2025/4/17,-0.00368734,60.92935456,,
2025/4/18,2025/4/18,0.008784229,61.47335617,,
2025/4/19,2025/4/19,0.004330948,61.74392504,,
2025/4/20,2025/4/20,0.010498922,62.4026686,,
2025/4/21,2025/4/21,0.002228996,62.54399288,,
2025/4/22,2025/4/22,0.034647209,64.74561489,,
2025/4/23,2025/4/23,-0.008805647,64.16668223,,
2025/4/24,2025/4/24,0.000889246,64.22463141,,
2025/4/25,2025/4/25,0.005773933,64.60123409,,
2025/4/26,2025/4/26,0.003760337,64.84791687,,
2025/4/27,2025/4/27,-0.013782005,63.94040053,,
2025/4/28,2025/4/28,0.010615563,64.62977945,,
2025/4/29,2025/4/29,-0.004583609,64.32895817,,
2025/4/30,2025/4/30,0.004794545,64.6421808,,
2025/5/1,2025/5/1,0.005486072,65.00229851,,
2025/5/2,2025/5/2,-0.027802541,63.1672669,,
2025/5/3,2025/5/3,-0.006956368,62.72089577,,
2025/5/4,2025/5/4,0.004863741,63.03081768,,
2025/5/5,2025/5/5,0.001997022,63.1586886,,
2025/5/6,2025/5/6,0.008521337,63.70540643,,
2025/5/7,2025/5/7,0.024839943,65.31268501,,
2025/5/8,2025/5/8,0.009575338,65.94765139,,
2025/5/9,2025/5/9,0.019059277,67.2236252,,
2025/5/10,2025/5/10,0.019806588,68.57490246,,
2025/5/11,2025/5/11,0.004236099,68.86962866,,
2025/5/12,2025/5/12,0.02625148,70.70380985,,
2025/5/13,2025/5/13,0.004537075,71.02913539,,
2025/5/14,2025/5/14,-0.013044855,70.08952579,,
2025/5/15,2025/5/15,-0.001638936,69.97301463,,
2025/5/16,2025/5/16,-0.004013485,69.68816551,,
2025/5/17,2025/5/17,0.010911655,70.45949038,,
2025/5/18,2025/5/18,-0.016807871,69.25840852,,
2025/5/19,2025/5/19,-0.001888383,69.12573375,,
2025/5/20,2025/5/20,0.00376428,69.38970662,,
2025/5/21,2025/5/21,-0.014263766,68.38568434,,
2025/5/22,2025/5/22,0.007813515,68.92783044,,
2025/5/23,2025/5/23,-0.002253769,68.77022929,,
2025/5/24,2025/5/24,-0.005941542,68.35568652,,
2025/5/25,2025/5/25,-0.002462644,68.18488816,,
2025/5/26,2025/5/26,-0.007794577,67.64562123,,
2025/5/27,2025/5/27,0.003828881,67.90845713,,
2025/5/28,2025/5/28,0.007014015,68.39178212,,
2025/5/29,2025/5/29,0.009815191,69.07287573,,
2025/5/30,2025/5/30,0.022163484,70.6259348,,
2025/5/31,2025/5/31,-0.008201343,70.03850591,,
2025/6/1,2025/6/1,-0.007667473,69.49382005,,
2025/6/2,2025/6/2,-0.00784042,68.94111887,,
2025/6/3,2025/6/3,0.004193436,69.23441248,,
2025/6/4,2025/6/4,0.013631436,70.19180838,,
2025/6/5,2025/6/5,0.002049684,70.33772912,,
2025/6/6,2025/6/6,-0.023064861,68.69233433,,
2025/6/7,2025/6/7,-0.007575318,68.16439273,,
2025/6/8,2025/6/8,-0.005921533,67.7548335,,
2025/6/9,2025/6/9,0.006346096,68.19115828,,
2025/6/10,2025/6/10,0.006857258,68.66561989,,
2025/6/11,2025/6/11,0.005226676,69.02973952,,
2025/6/12,2025/6/12,0.013820878,69.99761204,,
2025/6/13,2025/6/13,0.001097361,70.07552202,,
2025/6/14,2025/6/14,-0.004297117,69.77010219,,
2025/6/15,2025/6/15,-0.000914534,69.70538051,,
2025/6/16,2025/6/16,-0.009137166,69.05933374,,
2025/6/17,2025/6/17,0.004710987,69.38938234,,
2025/6/18,2025/6/18,0.002310134,69.55199127,,
2025/6/19,2025/6/19,0.023302056,71.19599772,,
2025/6/20,2025/6/20,0.00059443,71.2389132,,
2025/6/21,2025/6/21,0.005289615,71.62102922,,
2025/6/22,2025/6/22,0.016655499,72.83056872,,
2025/6/23,2025/6/23,0.012128677,73.72603583,,
2025/6/24,2025/6/24,-0.005572266,73.30964249,,
2025/6/25,2025/6/25,0.010817929,74.11351894,,
2025/6/26,2025/6/26,0.017356168,75.41720181,,
2025/6/27,2025/6/27,-0.013446469,74.38966028,,
2025/6/28,2025/6/28,-0.006152523,73.92582366,,
2025/6/29,2025/6/29,-0.01413198,72.86697341,,
2025/6/30,2025/6/30,0.009812148,73.59176709,,
2025/7/1,2025/7/1,0.001500106,73.70366268,,
2025/7/2,2025/7/2,0.000627821,73.75056322,,
2025/7/3,2025/7/3,0.011630868,74.61997716,,
2025/7/4,2025/7/4,0.017254517,75.92476333,,
2025/7/5,2025/7/5,-0.004929506,75.54556223,,
2025/7/6,2025/7/6,-0.004081266,75.23315943,,
2025/7/7,2025/7/7,0.009502889,75.95759468,,
2025/7/8,2025/7/8,0.003911046,76.25857935,,
2025/7/9,2025/7/9,0.013299628,77.28608969,,
2025/7/10,2025/7/10,0.018705725,78.75048777,,
2025/7/11,2025/7/11,0.014687318,79.92180852,,
2025/7/12,2025/7/12,-0.002578325,79.71316584,,
2025/7/13,2025/7/13,-0.007714402,79.09051206,,
2025/7/14,2025/7/14,0.001714365,79.22781643,,
2025/7/15,2025/7/15,0.002613245,79.4374714,,
2025/7/16,2025/7/16,0.016662112,80.77772952,,
2025/7/17,2025/7/17,0.012708515,81.81700306,,
2025/7/18,2025/7/18,-0.017984981,80.3275408,,
2025/7/19,2025/7/19,0.002937171,80.56641373,,
2025/7/20,2025/7/20,0.016440134,81.90737649,,
2025/7/21,2025/7/21,-0.004205343,81.55872254,,
2025/7/22,2025/7/22,-0.00010995,81.54964524,,
2025/7/23,2025/7/23,0.005730804,82.02272106,,
2025/7/24,2025/7/24,-0.020530138,80.31825314,,
2025/7/25,2025/7/25,0.011693306,81.26913237,,
2025/7/26,2025/7/26,0.003208057,81.53305647,,
2025/7/27,2025/7/27,0.003257309,81.80189211,,
2025/7/28,2025/7/28,-0.011822709,80.82294941,,
2025/7/29,2025/7/29,-0.001050879,80.73696342,,
2025/7/30,2025/7/30,-0.004569741,80.36344666,,
2025/7/31,2025/7/31,-0.008155405,79.69989477,,
2025/8/1,2025/8/1,0.004960011,80.10016711,,
2025/8/2,2025/8/2,-0.000691001,80.04412677,,
2025/8/3,2025/8/3,-0.003501025,79.76038929,,
2025/8/4,2025/8/4,0.051794058,83.94329754,,
2025/8/5,2025/8/5,0.054755457,88.59440658,,
2025/8/6,2025/8/6,-0.005846299,88.07061092,,
2025/8/7,2025/8/7,-0.017084293,86.54890252,,
2025/8/8,2025/8/8,-0.017811005,84.98956853,,
2025/8/9,2025/8/9,-0.005367067,84.52805673,,
2025/8/10,2025/8/10,0.002366055,84.73042079,,
2025/8/11,2025/8/11,0.001475248,84.85689443,,
2025/8/12,2025/8/12,-0.009323313,84.05642376,,
2025/8/13,2025/8/13,0.001143655,84.15369895,,
2025/8/14,2025/8/14,0.022486149,86.06847772,,
2025/8/15,2025/8/15,-0.00650004,85.50252911,,
2025/8/16,2025/8/16,-0.010304377,84.61117447,,
2025/8/17,2025/8/17,-0.01352803,83.4530239,,
2025/8/18,2025/8/18,0.011787598,84.44852218,,
2025/8/19,2025/8/19,0.029609529,86.97861267,,
2025/8/20,2025/8/20,4.61E-05,86.98267096,,
2025/8/21,2025/8/21,0.00448912,87.37763573,,
2025/8/22,2025/8/22,-0.008190621,86.65376801,,
2025/8/23,2025/8/23,0.025783825,88.91381741,,
2025/8/24,2025/8/24,0.009970817,89.81033161,,
2025/8/25,2025/8/25,0.002636844,90.04978427,,
2025/8/26,2025/8/26,-0.01039232,89.10356578,,
2025/8/27,2025/8/27,0.004136082,89.47624153,,
2025/8/28,2025/8/28,-5.94E-05,89.47086306,,
2025/8/29,2025/8/29,-0.000929396,89.38677981,,
2025/8/30,2025/8/30,-0.010455322,88.44175689,,
2025/8/31,2025/8/31,-0.018232629,86.81099851,,
2025/9/1,2025/9/1,0.025102702,89.01529188,,
2025/9/2,2025/9/2,0.024783505,91.24618628,,
2025/9/3,2025/9/3,0.005745629,91.77619865,,
2025/9/4,2025/9/4,0.017554321,93.40482178,,
2025/9/5,2025/9/5,0.014767167,94.79891356,,
2025/9/6,2025/9/6,-0.015223872,93.34048319,,
2025/9/7,2025/9/7,0.018514033,95.08710598,,
